job_title,text_clean,category,label,word_count
Warehouse Manager,warehouse manager mengelola operasional gudang akurasi inventaris posisi full time,Operations & Supply Chain,7,10
Software Engineer,software engineer merancang arsitektur sistem cloud aws mengelola container docker kubernetes posisi fresh graduate welcome,IT & Software,5,15
Akuntan,akuntan laporan arus kas mengelola likuiditas perusahaan posisi fresh graduate welcome,Finance & Accounting,2,11
Fleet Manager,fleet manager merencanakan produksi mengelola kapasitas pabrik posisi jakarta,Operations & Supply Chain,7,9
System Analyst,system analyst mengembangkan aplikasi mobile android kotlin java posisi surabaya,IT & Software,5,10
Koordinator Medis,koordinator medis pemeriksaan laboratorium menginterpretasikan hasil posisi bali,Healthcare,3,8
Production Planner,production planner merancang mengoptimalkan rantai pasok pemasok konsumen posisi remote work available,Operations & Supply Chain,7,12
Dokter Spesialis,dokter spesialis konsultasi gizi terapi diet pasien posisi bandung,Healthcare,3,9
Bank Teller,bank teller laporan arus kas mengelola likuiditas perusahaan posisi fresh graduate welcome,Finance & Accounting,2,12
Growth Hacker,growth hacker mengelola konten media sosial instagram tiktok linkedin perusahaan posisi remote work available,Marketing & Sales,6,14
Controller Keuangan,controller keuangan menyusun anggaran perusahaan forecast keuangan posisi fresh graduate welcome,Finance & Accounting,2,11
Project Manager,project manager pengujian kualitas material produk posisi medan,Engineering,1,8
Content Writer,content writer mengoptimalkan seo website meningkatkan organic traffic posisi remote work available,Marketing & Sales,6,12
HR Generalist,generalist evaluasi kinerja karyawan program talent management posisi surabaya,Human Resources,4,9
Auditor Internal,auditor internal laporan arus kas mengelola likuiditas perusahaan posisi jakarta,Finance & Accounting,2,10
Training Coordinator,training coordinator mengembangkan assessment evaluasi pembelajaran posisi bali,Education,0,8
Education Consultant,education consultant mengelola program pendidikan pelatihan lembaga posisi pengalaman,Education,0,9
Perawat,perawat mempromosikan produk farmasi dokter tenaga medis posisi full time,Healthcare,3,10
Plant Manager,plant manager mengelola pengadaan barang jasa negosiasi vendor posisi surabaya,Operations & Supply Chain,7,10
HRIS Specialist,hris specialist mengimplementasikan sistem hris mengelola data karyawan posisi pengalaman,Human Resources,4,10
Trade Marketing,trade marketing membangun hubungan klien mencapai target penjualan bulanan posisi hybrid working,Marketing & Sales,6,12
HR Generalist,generalist menganalisis data sdm mendukung pengambilan keputusan strategis posisi bali,Human Resources,4,10
E-learning Developer,learning developer mengelola program pendidikan pelatihan lembaga posisi medan,Education,0,9
HR Analyst,analyst menganalisis data sdm mendukung pengambilan keputusan strategis posisi hybrid working,Human Resources,4,11
Web Developer,web developer pengujian kualitas perangkat lunak menulis test case otomatis posisi bali,IT & Software,5,12
Loan Officer,loan officer mengelola risiko keuangan kepatuhan regulasi ojk posisi surabaya,Finance & Accounting,2,10
Operations Manager,operations manager mengkoordinasi pengiriman distribusi produk indonesia posisi medan,Operations & Supply Chain,7,9
Employee Relations,employee relations menganalisis data sdm mendukung pengambilan keputusan strategis posisi hybrid working,Human Resources,4,12
Culture Officer,culture officer mengelola proses rekrutmen end end sourcing onboarding posisi jakarta,Human Resources,4,11
HR Manager,manager mengelola sistem kompensasi benefit karyawan sesuai regulasi posisi jakarta,Human Resources,4,10
Dokter Umum,dokter pelayanan kebidanan hamil melahirkan posisi pengalaman,Healthcare,3,7
E-learning Developer,learning developer mengelola program pendidikan pelatihan lembaga posisi pengalaman,Education,0,9
Performance Marketing,performance marketing mengelola event pemasaran pameran dagang posisi full time,Marketing & Sales,6,10
Warehouse Manager,warehouse manager mengelola proses impor ekspor dokumen kepabeanan posisi hybrid working,Operations & Supply Chain,7,11
Instruktur,instruktur mengembangkan kurikulum materi pembelajaran posisi fresh graduate welcome,Education,0,9
Supply Chain Manager,supply chain manager mengelola hubungan pemasok evaluasi vendor posisi remote work available,Operations & Supply Chain,7,12
Procurement Specialist,procurement specialist merancang mengoptimalkan rantai pasok pemasok konsumen posisi hybrid working,Operations & Supply Chain,7,11
Plant Manager,plant manager mengoptimalkan proses operasional metodologi lean posisi jakarta,Operations & Supply Chain,7,9
Logistik,logistik merancang mengoptimalkan rantai pasok pemasok konsumen posisi full time,Operations & Supply Chain,7,10
Mechanical Engineer,mechanical engineer merancang instalasi listrik sistem kelistrikan industri posisi pengalaman,Engineering,1,10
HR Generalist,generalist mengembangkan program pelatihan pengembangan karyawan posisi surabaya,Human Resources,4,8
People Operations,people operations merancang program employee engagement budaya perusahaan posisi fresh graduate welcome,Human Resources,4,12
Accounting Staff,accounting staff memproses penggajian karyawan administrasi tunjangan posisi fresh graduate welcome,Finance & Accounting,2,11
Digital Marketing Specialist,digital marketing specialist mengelola event pemasaran pameran dagang posisi surabaya,Marketing & Sales,6,10
CAD Designer,cad designer merancang mengawasi konstruksi bangunan infrastruktur sipil posisi bandung,Engineering,1,10
Compliance Officer,compliance officer menganalisis laporan keuangan perusahaan pengambilan keputusan investasi posisi full time,Finance & Accounting,2,12
Web Developer,web developer mengembangkan model machine learning tensorflow pytorch posisi bandung,IT & Software,5,10
CFO,cfo mengelola risiko keuangan kepatuhan regulasi ojk posisi pengalaman,Finance & Accounting,2,9
Marketing Manager,marketing manager mengelola campaign iklan google ads meta ads target roas posisi hybrid working,Marketing & Sales,6,14
Industrial Engineer,industrial engineer menganalisis meningkatkan efisiensi proses produksi posisi pengalaman,Engineering,1,9
Dokter Gigi,dokter gigi mengelola administrasi rumah sakit klinik kesehatan posisi hybrid working,Healthcare,3,11
Quality Control,quality control mengelola pengadaan barang jasa negosiasi vendor posisi hybrid working,Operations & Supply Chain,7,11
Copywriter,copywriter riset pasar analisis kompetitor strategi brand posisi full time,Marketing & Sales,6,10
Industrial Relations,industrial relations mengembangkan program pelatihan pengembangan karyawan posisi jakarta,Human Resources,4,9
Environmental Engineer,environmental engineer merancang instalasi listrik sistem kelistrikan industri posisi fresh graduate welcome,Engineering,1,12
Loan Officer,loan officer mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi bali,Finance & Accounting,2,11
Site Engineer,site engineer perawatan preventif korektif mesin produksi posisi remote work available,Engineering,1,11
Digital Marketing Specialist,digital marketing specialist menganalisis data penjualan laporan performa marketing posisi surabaya,Marketing & Sales,6,11
Quality Engineer,quality engineer keselamatan kerja lingkungan industri posisi bandung,Engineering,1,8
Construction Manager,construction manager perawatan preventif korektif mesin produksi posisi medan,Engineering,1,9
Full Stack Developer,full stack developer mengembangkan aplikasi web react node berkolaborasi tim backend posisi medan,IT & Software,5,13
Event Organizer,event organizer konten kreatif channel marketing posisi hybrid working,Marketing & Sales,6,9
Commissioning Engineer,commissioning engineer merancang mengawasi konstruksi bangunan infrastruktur sipil posisi jakarta,Engineering,1,10
Plant Manager,plant manager mengoptimalkan proses operasional metodologi lean posisi bandung,Operations & Supply Chain,7,9
Dokter Spesialis,dokter spesialis asuhan keperawatan pasien rawat inap rawat jalan posisi jakarta,Healthcare,3,11
Purchasing Manager,purchasing manager mengelola proses impor ekspor dokumen kepabeanan posisi fresh graduate welcome,Operations & Supply Chain,7,12
HRIS Specialist,hris specialist membangun hubungan industrial harmonis manajemen karyawan posisi remote work available,Human Resources,4,12
HR Staff,staff evaluasi kinerja karyawan program talent management posisi hybrid working,Human Resources,4,10
Loan Officer,loan officer menganalisis laporan keuangan perusahaan pengambilan keputusan investasi posisi full time,Finance & Accounting,2,12
Financial Planner,financial planner menyusun laporan keuangan bulanan tahunan sesuai standar psak posisi surabaya,Finance & Accounting,2,12
Talent Management,talent management evaluasi kinerja karyawan program talent management posisi pengalaman,Human Resources,4,10
Compensation & Benefits,compensation benefits mengelola sistem kompensasi benefit karyawan sesuai regulasi posisi remote work available,Human Resources,4,13
Import Export Staff,import export staff mengoptimalkan proses operasional metodologi lean posisi medan,Operations & Supply Chain,7,10
Education Consultant,education consultant mengembangkan assessment evaluasi pembelajaran posisi bali,Education,0,8
Network Engineer,network engineer merancang arsitektur sistem cloud aws mengelola container docker kubernetes posisi bali,IT & Software,5,13
School Counselor,school counselor pengajaran penelitian perguruan posisi bandung,Education,0,7
Loan Officer,loan officer mengelola risiko keuangan kepatuhan regulasi ojk posisi full time,Finance & Accounting,2,11
Sales Executive,sales executive mengoptimalkan seo website meningkatkan organic traffic posisi surabaya,Marketing & Sales,6,10
Content Developer,content developer pengajaran penelitian perguruan posisi remote work available,Education,0,9
UI/UX Designer,designer mengembangkan aplikasi mobile android kotlin java posisi medan,IT & Software,5,9
Product Marketing Manager,product marketing manager riset pasar analisis kompetitor strategi brand posisi medan,Marketing & Sales,6,11
Treasury Analyst,treasury analyst audit internal proses keuangan operasional perusahaan posisi surabaya,Finance & Accounting,2,10
Sales Manager,sales manager merancang mengeksekusi strategi pemasaran digital platform posisi surabaya,Marketing & Sales,6,10
Industrial Relations,industrial relations mengelola proses rekrutmen end end sourcing onboarding posisi bandung,Human Resources,4,11
Business Development,business development merancang strategi market produk posisi medan,Marketing & Sales,6,8
Controller Keuangan,controller keuangan memproses penggajian karyawan administrasi tunjangan posisi pengalaman,Finance & Accounting,2,9
HR Analyst,analyst membangun hubungan industrial harmonis manajemen karyawan posisi hybrid working,Human Resources,4,10
Distribution Manager,distribution manager mengoptimalkan proses operasional metodologi lean posisi full time,Operations & Supply Chain,7,10
Akuntan,akuntan mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi pengalaman,Finance & Accounting,2,10
HR Analyst,analyst mengelola sistem kompensasi benefit karyawan sesuai regulasi posisi remote work available,Human Resources,4,12
Loan Officer,loan officer mengelola risiko keuangan kepatuhan regulasi ojk posisi full time,Finance & Accounting,2,11
iOS Developer,ios developer mengembangkan aplikasi web react node berkolaborasi tim backend posisi pengalaman,IT & Software,5,12
Fisioterapis,fisioterapis mendispensing obat sesuai resep dokter posisi full time,Healthcare,3,9
Investment Analyst,investment analyst memproses penggajian karyawan administrasi tunjangan posisi full time,Finance & Accounting,2,10
Industrial Relations,industrial relations mengembangkan program pelatihan pengembangan karyawan posisi full time,Human Resources,4,10
Analis Laboratorium,analis laboratorium mengelola administrasi rumah sakit klinik kesehatan posisi bali,Healthcare,3,10
Credit Analyst,credit analyst menyusun anggaran perusahaan forecast keuangan posisi bali,Finance & Accounting,2,9
Quality Engineer,quality engineer menganalisis meningkatkan efisiensi proses produksi posisi fresh graduate welcome,Engineering,1,11
Risk Manager,risk manager audit internal proses keuangan operasional perusahaan posisi bali,Finance & Accounting,2,10
CFO,cfo laporan arus kas mengelola likuiditas perusahaan posisi bali,Finance & Accounting,2,9
Software Engineer,software engineer memantau keamanan jaringan penetration testing posisi bali,IT & Software,5,9
Project Engineer,project engineer mengoptimalkan proses kimia pabrik troubleshooting posisi remote work available,Engineering,1,11
Training & Development,training development merancang program employee engagement budaya perusahaan posisi fresh graduate welcome,Human Resources,4,12
Database Administrator,database administrator mengembangkan aplikasi mobile android kotlin java posisi surabaya,IT & Software,5,10
Fasilitator,fasilitator memfasilitasi pelatihan workshop pengembangan kompetensi posisi jakarta,Education,0,8
Dokter Umum,dokter pemeriksaan diagnosis pengobatan pasien klinik posisi medan,Healthcare,3,8
Bookkeeper,bookkeeper audit internal proses keuangan operasional perusahaan posisi full time,Finance & Accounting,2,10
Akuntan,akuntan menganalisis laporan keuangan perusahaan pengambilan keputusan investasi posisi medan,Finance & Accounting,2,10
Radiografer,radiografer mengelola administrasi rumah sakit klinik kesehatan posisi remote work available,Healthcare,3,11
Compliance Officer,compliance officer laporan arus kas mengelola likuiditas perusahaan posisi remote work available,Finance & Accounting,2,12
Accounting Staff,accounting staff mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi hybrid working,Finance & Accounting,2,12
School Counselor,school counselor konseling bimbingan peserta didik posisi remote work available,Education,0,10
Logistics Coordinator,logistics coordinator mengkoordinasi pengiriman distribusi produk indonesia posisi bali,Operations & Supply Chain,7,9
Accounting Staff,accounting staff memproses penggajian karyawan administrasi tunjangan posisi fresh graduate welcome,Finance & Accounting,2,11
E-learning Developer,learning developer pengajaran penelitian perguruan posisi hybrid working,Education,0,8
Psikolog,psikolog pemeriksaan laboratorium menginterpretasikan hasil posisi jakarta,Healthcare,3,7
Credit Analyst,credit analyst menyusun anggaran perusahaan forecast keuangan posisi remote work available,Finance & Accounting,2,11
Java Developer,java developer mengembangkan model machine learning tensorflow pytorch posisi remote work available,IT & Software,5,12
Mechanical Engineer,mechanical engineer keselamatan kerja lingkungan industri posisi jakarta,Engineering,1,8
Full Stack Developer,full stack developer membangun rest api python flask django mengelola database postgresql posisi remote work available,IT & Software,5,16
Process Engineer,process engineer merancang mengoptimalkan rantai pasok pemasok konsumen posisi remote work available,Operations & Supply Chain,7,12
Frontend Developer,frontend developer memantau keamanan jaringan penetration testing posisi bandung,IT & Software,5,9
Compensation & Benefits,compensation benefits evaluasi kinerja karyawan program talent management posisi surabaya,Human Resources,4,10
HR Staff,staff membangun hubungan industrial harmonis manajemen karyawan posisi fresh graduate welcome,Human Resources,4,11
Analis Laboratorium,analis laboratorium mempromosikan produk farmasi dokter tenaga medis posisi jakarta,Healthcare,3,10
Widyaiswara,widyaiswara memfasilitasi pelatihan workshop pengembangan kompetensi posisi full time,Education,0,9
Java Developer,java developer merancang arsitektur sistem cloud aws mengelola container docker kubernetes posisi remote work available,IT & Software,5,15
HR Generalist,generalist mengelola sistem kompensasi benefit karyawan sesuai regulasi posisi jakarta,Human Resources,4,10
Warehouse Manager,warehouse manager mengelola proses impor ekspor dokumen kepabeanan posisi surabaya,Operations & Supply Chain,7,10
Plant Manager,plant manager merancang mengoptimalkan rantai pasok pemasok konsumen posisi pengalaman,Operations & Supply Chain,7,10
Vendor Management,vendor management mengelola hubungan pemasok evaluasi vendor posisi medan,Operations & Supply Chain,7,9
Project Manager,project manager merancang instalasi listrik sistem kelistrikan industri posisi medan,Engineering,1,10
Program Coordinator,program coordinator pengajaran penelitian perguruan posisi hybrid working,Education,0,8
Market Research Analyst,market research analyst konten kreatif channel marketing posisi bali,Marketing & Sales,6,9
Software Engineer,software engineer mengelola mengoptimasi database mysql mongodb posisi pengalaman,IT & Software,5,9
Warehouse Manager,warehouse manager merancang mengoptimalkan rantai pasok pemasok konsumen posisi bandung,Operations & Supply Chain,7,10
Supply Chain Manager,supply chain manager mengelola operasional gudang akurasi inventaris posisi pengalaman,Operations & Supply Chain,7,10
Academic Advisor,academic advisor riset publikasi ilmiah bidang pendidikan posisi pengalaman,Education,0,9
Medical Representative,medical representative mempromosikan produk farmasi dokter tenaga medis posisi medan,Healthcare,3,10
Sales Manager,sales manager merancang mengeksekusi strategi pemasaran digital platform posisi jakarta,Marketing & Sales,6,10
Bidan,bidan pelayanan kebidanan hamil melahirkan posisi bali,Healthcare,3,7
Industrial Engineer,industrial engineer perawatan preventif korektif mesin produksi posisi hybrid working,Engineering,1,10
Geotechnical Engineer,geotechnical engineer keselamatan kerja lingkungan industri posisi hybrid working,Engineering,1,9
Fisioterapis,fisioterapis pemeriksaan rontgen modalitas pencitraan posisi remote work available,Healthcare,3,9
Vendor Management,vendor management mengoptimalkan proses operasional metodologi lean posisi remote work available,Operations & Supply Chain,7,11
HR Analyst,analyst mengelola sistem kompensasi benefit karyawan sesuai regulasi posisi full time,Human Resources,4,11
Mobile Developer Android,mobile developer android membangun rest api python flask django mengelola database postgresql posisi jakarta,IT & Software,5,14
Geotechnical Engineer,geotechnical engineer gambar teknik autocad software desain posisi jakarta,Engineering,1,9
Talent Acquisition,talent acquisition mengimplementasikan sistem hris mengelola data karyawan posisi bali,Human Resources,4,10
Process Engineer,process engineer memantau kualitas produksi sesuai standar iso spesifikasi pelanggan posisi fresh graduate welcome,Operations & Supply Chain,7,14
Headhunter,headhunter evaluasi kinerja karyawan program talent management posisi surabaya,Human Resources,4,9
Email Marketing Specialist,email marketing specialist riset pasar analisis kompetitor strategi brand posisi surabaya,Marketing & Sales,6,11
Backend Developer,backend developer memantau keamanan jaringan penetration testing posisi jakarta,IT & Software,5,9
Cybersecurity Analyst,cybersecurity analyst mengelola infrastruktur server linux automasi deployment pipeline posisi full time,IT & Software,5,12
Environmental Engineer,environmental engineer perawatan preventif korektif mesin produksi posisi surabaya,Engineering,1,9
Performance Marketing,performance marketing merancang mengeksekusi strategi pemasaran digital platform posisi bandung,Marketing & Sales,6,10
Growth Hacker,growth hacker menganalisis data penjualan laporan performa marketing posisi hybrid working,Marketing & Sales,6,11
Growth Hacker,growth hacker mengelola event pemasaran pameran dagang posisi bandung,Marketing & Sales,6,9
Sales Executive,sales executive membangun hubungan klien mencapai target penjualan bulanan posisi surabaya,Marketing & Sales,6,11
Talent Management,talent management menganalisis data sdm mendukung pengambilan keputusan strategis posisi bali,Human Resources,4,11
Market Research Analyst,market research analyst mengelola campaign iklan google ads meta ads target roas posisi hybrid working,Marketing & Sales,6,15
Frontend Developer,frontend developer pengujian kualitas perangkat lunak menulis test case otomatis posisi surabaya,IT & Software,5,12
Loan Officer,loan officer memproses penggajian karyawan administrasi tunjangan posisi fresh graduate welcome,Finance & Accounting,2,11
Market Research Analyst,market research analyst konten kreatif channel marketing posisi hybrid working,Marketing & Sales,6,10
E-learning Developer,learning developer konseling bimbingan peserta didik posisi medan,Education,0,8
Import Export Staff,import export staff mengoptimalkan proses operasional metodologi lean posisi fresh graduate welcome,Operations & Supply Chain,7,12
Akuntan,akuntan menyusun anggaran perusahaan forecast keuangan posisi hybrid working,Finance & Accounting,2,9
Supply Chain Manager,supply chain manager merencanakan produksi mengelola kapasitas pabrik posisi full time,Operations & Supply Chain,7,11
Fasilitator,fasilitator riset publikasi ilmiah bidang pendidikan posisi hybrid working,Education,0,9
Safety Engineer,safety engineer merancang instalasi listrik sistem kelistrikan industri posisi bandung,Engineering,1,10
Logistics Coordinator,logistics coordinator merancang mengoptimalkan rantai pasok pemasok konsumen posisi remote work available,Operations & Supply Chain,7,12
Vendor Management,vendor management mengelola proses impor ekspor dokumen kepabeanan posisi jakarta,Operations & Supply Chain,7,10
Process Engineer,process engineer merencanakan mengawasi proyek konstruksi sesuai schedule budget posisi full time,Engineering,1,12
Auditor Internal,auditor internal menganalisis kelayakan kredit nasabah mengelola portofolio pinjaman posisi bali,Finance & Accounting,2,11
Safety Engineer,safety engineer merancang mengawasi konstruksi bangunan infrastruktur sipil posisi jakarta,Engineering,1,10
Drafter,drafter keselamatan kerja lingkungan industri posisi full time,Engineering,1,8
Operations Manager,operations manager mengoptimalkan proses operasional metodologi lean posisi pengalaman,Operations & Supply Chain,7,9
Dokter Umum,dokter pemeriksaan rontgen modalitas pencitraan posisi bandung,Healthcare,3,7
Employee Relations,employee relations merancang program employee engagement budaya perusahaan posisi medan,Human Resources,4,10
Treasury Analyst,treasury analyst menganalisis kelayakan kredit nasabah mengelola portofolio pinjaman posisi hybrid working,Finance & Accounting,2,12
Payroll Specialist,payroll specialist menghitung biaya produksi menganalisis variance anggaran posisi jakarta,Finance & Accounting,2,10
Project Engineer,project engineer pengujian kualitas material produk posisi medan,Engineering,1,8
Kepala Sekolah,kepala sekolah mengembangkan assessment evaluasi pembelajaran posisi remote work available,Education,0,10
CAD Designer,cad designer menganalisis meningkatkan efisiensi proses produksi posisi medan,Engineering,1,9
HRIS Specialist,hris specialist mengelola proses rekrutmen end end sourcing onboarding posisi hybrid working,Human Resources,4,12
Talent Acquisition,talent acquisition mengembangkan program pelatihan pengembangan karyawan posisi full time,Human Resources,4,10
Full Stack Developer,full stack developer pengujian kualitas perangkat lunak menulis test case otomatis posisi pengalaman,IT & Software,5,13
Software Architect,software architect mengelola mengoptimasi database mysql mongodb posisi remote work available,IT & Software,5,11
Production Planner,production planner mengelola pengadaan barang jasa negosiasi vendor posisi surabaya,Operations & Supply Chain,7,10
Widyaiswara,widyaiswara konseling bimbingan peserta didik posisi hybrid working,Education,0,8
Headhunter,headhunter menganalisis data sdm mendukung pengambilan keputusan strategis posisi pengalaman,Human Resources,4,10
iOS Developer,ios developer membangun pipeline data apache spark kafka posisi fresh graduate welcome,IT & Software,5,12
Software Engineer,software engineer memantau keamanan jaringan penetration testing posisi medan,IT & Software,5,9
Talent Acquisition,talent acquisition memfasilitasi program onboarding orientasi karyawan posisi bali,Human Resources,4,9
Operations Analyst,operations analyst mengelola pengadaan barang jasa negosiasi vendor posisi jakarta,Operations & Supply Chain,7,10
Compensation & Benefits,compensation benefits mengelola administrasi sdm kontrak kerja dokumen kepegawaian posisi bali,Human Resources,4,11
Learning & Development,learning development merancang program employee engagement budaya perusahaan posisi surabaya,Human Resources,4,10
Python Developer,python developer memantau keamanan jaringan penetration testing posisi jakarta,IT & Software,5,9
Tutor,tutor mengembangkan assessment evaluasi pembelajaran posisi remote work available,Education,0,9
Software Architect,software architect pengujian kualitas perangkat lunak menulis test case otomatis posisi remote work available,IT & Software,5,14
PR Manager,manager konten kreatif channel marketing posisi pengalaman,Marketing & Sales,6,7
Content Developer,content developer mengelola program pendidikan pelatihan lembaga posisi fresh graduate welcome,Education,0,11
E-learning Developer,learning developer pengajaran penelitian perguruan posisi bandung,Education,0,7
E-learning Developer,learning developer riset publikasi ilmiah bidang pendidikan posisi bandung,Education,0,9
Supply Chain Manager,supply chain manager mengkoordinasi pengiriman distribusi produk indonesia posisi medan,Operations & Supply Chain,7,10
Process Engineer,process engineer merancang mengoptimalkan rantai pasok pemasok konsumen posisi pengalaman,Operations & Supply Chain,7,10
Logistik,logistik mengelola hubungan pemasok evaluasi vendor posisi hybrid working,Operations & Supply Chain,7,9
Python Developer,python developer mengembangkan model machine learning tensorflow pytorch posisi remote work available,IT & Software,5,12
Mobile Developer Android,mobile developer android mengelola infrastruktur server linux automasi deployment pipeline posisi surabaya,IT & Software,5,12
HR Manager,manager memfasilitasi program onboarding orientasi karyawan posisi remote work available,Human Resources,4,10
Logistics Coordinator,logistics coordinator merencanakan produksi mengelola kapasitas pabrik posisi hybrid working,Operations & Supply Chain,7,10
Full Stack Developer,full stack developer memantau keamanan jaringan penetration testing posisi medan,IT & Software,5,10
Cloud Engineer,cloud engineer memantau keamanan jaringan penetration testing posisi jakarta,IT & Software,5,9
Content Writer,content writer membangun hubungan klien mencapai target penjualan bulanan posisi bali,Marketing & Sales,6,11
Tax Consultant,tax consultant menyusun anggaran perusahaan forecast keuangan posisi remote work available,Finance & Accounting,2,11
People Operations,people operations mengembangkan program pelatihan pengembangan karyawan posisi bali,Human Resources,4,9
School Counselor,school counselor memfasilitasi pelatihan workshop pengembangan kompetensi posisi jakarta,Education,0,9
Production Planner,production planner menganalisis data supply chain efisiensi biaya posisi full time,Operations & Supply Chain,7,11
Dokter Spesialis,dokter spesialis asuhan keperawatan pasien rawat inap rawat jalan posisi hybrid working,Healthcare,3,12
Java Developer,java developer mengembangkan aplikasi web react node berkolaborasi tim backend posisi hybrid working,IT & Software,5,13
People Operations,people operations menganalisis data sdm mendukung pengambilan keputusan strategis posisi surabaya,Human Resources,4,11
Financial Analyst,financial analyst memproses penggajian karyawan administrasi tunjangan posisi bali,Finance & Accounting,2,9
Industrial Relations,industrial relations mengelola administrasi sdm kontrak kerja dokumen kepegawaian posisi fresh graduate welcome,Human Resources,4,13
Talent Acquisition,talent acquisition mengembangkan program pelatihan pengembangan karyawan posisi remote work available,Human Resources,4,11
Terapis Wicara,terapis wicara konsultasi gizi terapi diet pasien posisi bandung,Healthcare,3,9
Guru,guru konseling bimbingan peserta didik posisi fresh graduate welcome,Education,0,9
Process Engineer,process engineer gambar teknik autocad software desain posisi bali,Engineering,1,9
Budget Analyst,budget analyst memproses penggajian karyawan administrasi tunjangan posisi full time,Finance & Accounting,2,10
Training & Development,training development membangun hubungan industrial harmonis manajemen karyawan posisi full time,Human Resources,4,11
E-learning Developer,learning developer riset publikasi ilmiah bidang pendidikan posisi full time,Education,0,10
Bidan,bidan mendispensing obat sesuai resep dokter posisi pengalaman,Healthcare,3,8
Education Technology,education technology konseling bimbingan peserta didik posisi jakarta,Education,0,8
Environmental Engineer,environmental engineer pengujian kualitas material produk posisi pengalaman,Engineering,1,8
Organizational Development,organizational development merancang program employee engagement budaya perusahaan posisi fresh graduate welcome,Human Resources,4,12
E-learning Developer,learning developer mengembangkan kurikulum materi pembelajaran posisi fresh graduate welcome,Education,0,10
Healthcare Administrator,healthcare administrator fisioterapi rehabilitasi medis pasien posisi full time,Healthcare,3,9
Brand Manager,brand manager merancang strategi market produk posisi bandung,Marketing & Sales,6,8
PPIC Manager,ppic manager mengelola hubungan pemasok evaluasi vendor posisi pengalaman,Operations & Supply Chain,7,9
Content Writer,content writer menganalisis data penjualan laporan performa marketing posisi remote work available,Marketing & Sales,6,12
Web Developer,web developer membangun rest api python flask django mengelola database postgresql posisi fresh graduate welcome,IT & Software,5,15
Product Marketing Manager,product marketing manager mengelola konten media sosial instagram tiktok linkedin perusahaan posisi full time,Marketing & Sales,6,14
Fisioterapis,fisioterapis pemeriksaan rontgen modalitas pencitraan posisi bandung,Healthcare,3,7
Risk Manager,risk manager menganalisis laporan keuangan perusahaan pengambilan keputusan investasi posisi hybrid working,Finance & Accounting,2,12
Auditor Internal,auditor internal menghitung biaya produksi menganalisis variance anggaran posisi bandung,Finance & Accounting,2,10
Education Consultant,education consultant memfasilitasi pelatihan workshop pengembangan kompetensi posisi remote work available,Education,0,11
DevOps Engineer,devops engineer mengelola infrastruktur server linux automasi deployment pipeline posisi pengalaman,IT & Software,5,11
Business Development,business development merancang mengeksekusi strategi pemasaran digital platform posisi jakarta,Marketing & Sales,6,10
Electrical Engineer,electrical engineer merancang mengawasi konstruksi bangunan infrastruktur sipil posisi hybrid working,Engineering,1,11
Analis Laboratorium,analis laboratorium mendispensing obat sesuai resep dokter posisi jakarta,Healthcare,3,9
Product Marketing Manager,product marketing manager membangun hubungan klien mencapai target penjualan bulanan posisi jakarta,Marketing & Sales,6,12
Workforce Planning,workforce planning mengimplementasikan sistem hris mengelola data karyawan posisi full time,Human Resources,4,11
Distribution Manager,distribution manager mengkoordinasi pengiriman distribusi produk indonesia posisi bali,Operations & Supply Chain,7,9
Optometris,optometris pemeriksaan diagnosis pengobatan pasien klinik posisi pengalaman,Healthcare,3,8
Controller Keuangan,controller keuangan mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi full time,Finance & Accounting,2,12
Maintenance Engineer,maintenance engineer merancang sistem mekanikal analisis teknik posisi jakarta,Engineering,1,9
QA Engineer,engineer mengembangkan aplikasi web react node berkolaborasi tim backend posisi jakarta,IT & Software,5,11
Distribution Manager,distribution manager mengelola pengadaan barang jasa negosiasi vendor posisi bali,Operations & Supply Chain,7,10
Backend Developer,backend developer mengelola infrastruktur server linux automasi deployment pipeline posisi surabaya,IT & Software,5,11
Import Export Staff,import export staff mengelola operasional gudang akurasi inventaris posisi bandung,Operations & Supply Chain,7,10
Sales Executive,sales executive riset pasar analisis kompetitor strategi brand posisi jakarta,Marketing & Sales,6,10
Tenaga Kesehatan,tenaga kesehatan asuhan keperawatan pasien rawat inap rawat jalan posisi remote work available,Healthcare,3,13
HR Director,director mengelola administrasi sdm kontrak kerja dokumen kepegawaian posisi surabaya,Human Resources,4,10
Financial Planner,financial planner audit internal proses keuangan operasional perusahaan posisi pengalaman,Finance & Accounting,2,10
Database Administrator,database administrator pengujian kualitas perangkat lunak menulis test case otomatis posisi full time,IT & Software,5,13
Environmental Engineer,environmental engineer gambar teknik autocad software desain posisi remote work available,Engineering,1,11
People Operations,people operations merancang program employee engagement budaya perusahaan posisi medan,Human Resources,4,10
Credit Analyst,credit analyst menyusun anggaran perusahaan forecast keuangan posisi pengalaman,Finance & Accounting,2,9
Copywriter,copywriter menganalisis data penjualan laporan performa marketing posisi surabaya,Marketing & Sales,6,9
Bank Teller,bank teller menyusun anggaran perusahaan forecast keuangan posisi pengalaman,Finance & Accounting,2,9
Compensation & Benefits,compensation benefits evaluasi kinerja karyawan program talent management posisi remote work available,Human Resources,4,12
